baslama_tarihi,gunluk_hacim,havuz_kisi,sla_oran,ort_gecikme,iptal,yurtdisi,yurtici,seg_kobi,seg_bireysel,seg_kurumsal,tarih,izinli_sayi,isbasi_sayi,raporlu_sayi,tatil,gun_adi,ay_no,yil,ayin_gunu,hafta,arife_mi,tatil_mi,tatil_oncesi_mi,ay_sonu_mu,kisi_basi_yuk,yuk_grup,esnek_islem,esnek_oran,Esnek,Orta,yonlendirilebilir
2024-05-06,1553,56,0.9678042498390212,-33.522858982614295,84,459,1010,405,298,850,2024-05-06,2,56,2,0,Monday,5,2024,6,19,0,0,0,0,27.732142857142858,Düşük,703,0.45267224726336125,162,300,312.0
2024-05-07,2381,58,0.8643427131457371,-14.479630407391852,120,705,1556,647,449,1285,2024-05-07,2,58,0,0,Tuesday,5,2024,7,19,0,0,0,0,41.05172413793103,Yüksek,1096,0.4603107937841243,250,471,485.5
2024-05-08,1530,57,0.976470588235294,-29.363398692810456,73,461,996,425,281,824,2024-05-08,2,57,1,0,Wednesday,5,2024,8,19,0,0,0,0,26.84210526315789,Düşük,706,0.46143790849673205,137,320,297.0
2024-05-09,1590,54,0.959119496855346,-30.70566037735849,71,483,1036,413,267,910,2024-05-09,4,54,2,0,Thursday,5,2024,9,19,0,0,0,0,29.444444444444443,Orta,680,0.4276729559748428,137,295,284.5
2024-05-10,2081,58,0.8995675156174916,-26.35031234983181,98,606,1377,312,209,1560,2024-05-10,0,58,2,0,Friday,5,2024,10,19,0,0,0,0,35.87931034482759,Yüksek,521,0.25036040365209034,120,220,230.0
2024-05-11,2592,59,0.8495370370370371,-19.53240740740741,144,769,1679,728,478,1386,2024-05-11,1,59,0,0,Saturday,5,2024,11,19,0,0,0,0,43.932203389830505,Çok Yüksek,1206,0.4652777777777778,243,531,508.5
2024-05-12,923,56,0.9815817984832068,-33.86782231852654,51,270,602,253,170,500,2024-05-12,3,56,1,0,Sunday,5,2024,12,19,0,0,0,0,16.482142857142858,Düşük,423,0.4582881906825569,83,190,178.0
2024-05-13,1586,59,0.9760403530895334,-30.315258511979824,80,500,1006,427,282,877,2024-05-13,0,59,1,0,Monday,5,2024,13,20,0,0,0,0,26.88135593220339,Düşük,709,0.44703656998738966,169,277,307.5
2024-05-14,2219,57,0.8891392519152772,-17.902658855340242,106,667,1446,597,404,1218,2024-05-14,1,57,2,0,Tuesday,5,2024,14,20,0,0,0,0,38.92982456140351,Yüksek,1001,0.45110410094637227,236,419,445.5
2024-05-15,1515,57,0.9742574257425742,-26.55841584158416,74,425,1016,395,277,843,2024-05-15,2,57,1,0,Wednesday,5,2024,15,20,0,0,0,0,26.57894736842105,Düşük,672,0.44356435643564357,149,290,294.0
2024-05-16,1632,57,0.971813725490196,-30.38480392156863,84,491,1057,448,309,875,2024-05-16,3,57,0,0,Thursday,5,2024,16,20,0,0,0,0,28.63157894736842,Düşük,757,0.4638480392156863,174,320,334.0
2024-05-17,2533,56,0.8266877220686932,-9.209632846427162,133,781,1619,395,244,1894,2024-05-17,0,56,4,0,Friday,5,2024,17,20,0,0,1,0,45.23214285714285,Çok Yüksek,639,0.2522700355309909,130,268,264.0
2024-05-18,3336,59,0.7371103117505995,4.644184652278177,180,1016,2140,870,603,1863,2024-05-18,0,59,1,0,Saturday,5,2024,18,20,0,0,1,0,56.54237288135593,Çok Yüksek,1473,0.44154676258992803,328,644,650.0
2024-05-20,1617,56,0.9579468150896724,-25.926406926406926,85,475,1057,455,274,888,2024-05-20,1,56,3,0,Monday,5,2024,20,21,0,0,0,0,28.875,Orta,729,0.45083487940630795,146,315,303.5
2024-05-21,2309,58,0.870073624945864,-16.98051104374188,119,678,1512,636,411,1262,2024-05-21,2,58,0,0,Tuesday,5,2024,21,21,0,0,0,0,39.810344827586206,Yüksek,1047,0.4534430489389346,235,434,452.0
2024-05-22,1441,58,0.9833448993754336,-35.232477446217906,82,435,924,400,256,785,2024-05-22,2,58,0,0,Wednesday,5,2024,22,21,0,0,0,0,24.844827586206897,Düşük,656,0.45523941707147814,144,290,289.0
2024-05-23,1448,59,0.9785911602209943,-33.86878453038674,80,431,937,402,251,795,2024-05-23,0,59,1,0,Thursday,5,2024,23,21,0,0,0,0,24.54237288135593,Düşük,653,0.4509668508287293,132,272,268.0
2024-05-24,1864,58,0.9281115879828328,-29.010729613733904,106,560,1198,283,180,1401,2024-05-24,0,58,2,0,Friday,5,2024,24,21,0,0,0,0,32.13793103448276,Orta,463,0.24839055793991416,103,191,198.5
2024-05-25,2234,55,0.8760071620411818,-16.944046553267682,104,645,1485,621,395,1218,2024-05-25,3,55,2,0,Saturday,5,2024,25,21,0,0,0,0,40.61818181818182,Yüksek,1016,0.4547896150402865,216,432,432.0
2024-05-26,898,58,0.9821826280623608,-33.057906458797326,45,269,584,255,159,484,2024-05-26,1,58,1,0,Sunday,5,2024,26,21,0,0,0,0,15.482758620689657,Düşük,414,0.4610244988864143,85,181,175.5
2024-05-27,1571,54,0.957352005092298,-25.008911521324,56,448,1067,429,258,884,2024-05-27,6,54,0,0,Monday,5,2024,27,22,0,0,0,0,29.09259259259259,Orta,687,0.43730108211330365,150,283,291.5
2024-05-28,2140,58,0.8948598130841121,-18.887383177570094,115,648,1377,588,387,1165,2024-05-28,0,58,2,0,Tuesday,5,2024,28,22,0,0,0,0,36.89655172413793,Yüksek,975,0.45560747663551404,219,399,418.5
2024-05-29,1667,58,0.9604079184163168,-32.36712657468507,84,502,1081,223,183,1261,2024-05-29,1,58,1,0,Wednesday,5,2024,29,22,0,0,0,1,28.74137931034483,Düşük,406,0.2435512897420516,99,174,186.0
2024-05-30,2187,56,0.8783721993598537,-21.88934613625972,90,666,1431,304,220,1663,2024-05-30,3,56,1,0,Thursday,5,2024,30,22,0,0,0,1,39.05357142857143,Yüksek,524,0.2395976223136717,120,226,233.0
2024-05-31,2150,50,0.8525581395348837,-17.622790697674418,107,639,1404,314,235,1601,2024-05-31,7,50,3,0,Friday,5,2024,31,22,0,0,0,1,43.0,Çok Yüksek,549,0.25534883720930235,119,238,238.0
2024-06-01,2448,54,0.829248366013072,-14.586601307189545,123,734,1591,665,435,1348,2024-06-01,4,54,2,0,Saturday,6,2024,1,22,0,0,0,0,45.333333333333336,Çok Yüksek,1100,0.4493464052287582,231,468,465.0
2024-06-02,852,60,0.9812206572769951,-33.982394366197184,48,250,554,225,158,469,2024-06-02,0,60,0,0,Sunday,6,2024,2,22,0,0,0,0,14.2,Düşük,383,0.4495305164319249,89,153,165.5
2024-06-03,1768,58,0.9445701357466064,-23.6329185520362,77,517,1174,471,317,980,2024-06-03,2,58,0,0,Monday,6,2024,3,23,0,0,0,0,30.48275862068965,Orta,788,0.4457013574660634,161,373,347.5
2024-06-04,2285,56,0.8665207877461707,-19.41969365426696,114,685,1486,606,409,1270,2024-06-04,0,56,4,0,Tuesday,6,2024,4,23,0,0,0,0,40.80357142857143,Yüksek,1015,0.4442013129102845,239,439,458.5
2024-06-05,1704,57,0.9559859154929576,-24.311032863849764,65,553,1086,478,284,942,2024-06-05,1,57,2,0,Wednesday,6,2024,5,23,0,0,0,0,29.894736842105264,Orta,762,0.4471830985915493,153,324,315.0
2024-06-06,1642,57,0.964068209500609,-30.581607795371497,79,519,1044,477,294,871,2024-06-06,2,57,1,0,Thursday,6,2024,6,23,0,0,0,0,28.80701754385965,Orta,771,0.4695493300852619,164,305,316.5
2024-06-07,1978,56,0.897876643073812,-20.41051567239636,81,565,1332,290,180,1508,2024-06-07,1,56,3,0,Friday,6,2024,7,23,0,0,0,0,35.32142857142857,Yüksek,470,0.23761375126390294,101,187,194.5
2024-06-08,2077,57,0.8979297063071738,-21.129995185363505,112,648,1317,581,334,1162,2024-06-08,1,57,2,0,Saturday,6,2024,8,23,0,0,0,0,36.43859649122807,Yüksek,915,0.4405392392874338,179,386,372.0
2024-06-09,910,57,0.9846153846153848,-30.61318681318681,40,266,604,257,163,490,2024-06-09,1,57,2,0,Sunday,6,2024,9,23,0,0,0,0,15.964912280701755,Düşük,420,0.46153846153846156,85,190,180.0
2024-06-10,1739,53,0.9315698677400804,-29.99597469810236,94,533,1112,437,338,964,2024-06-10,6,53,1,0,Monday,6,2024,10,24,0,0,0,0,32.81132075471698,Orta,775,0.4456584243818286,191,318,350.0
2024-06-11,2278,58,0.8863037752414399,-23.20412642669008,98,665,1515,618,392,1268,2024-06-11,2,58,0,0,Tuesday,6,2024,11,24,0,0,0,0,39.27586206896552,Yüksek,1010,0.4433713784021071,213,428,427.0
2024-06-12,1640,56,0.9621951219512196,-33.886585365853655,96,497,1047,427,285,928,2024-06-12,2,56,2,0,Wednesday,6,2024,12,24,0,0,0,0,29.285714285714285,Orta,712,0.43414634146341463,156,301,306.5
2024-06-13,1623,59,0.9759704251386322,-37.27171903881701,94,464,1065,430,303,890,2024-06-13,0,59,1,0,Thursday,6,2024,13,24,0,0,0,0,27.508474576271187,Düşük,733,0.45163277880468267,176,290,321.0
2024-06-14,2493,56,0.8351383874849578,-13.738066586442038,99,732,1662,382,244,1867,2024-06-14,3,56,1,0,Friday,6,2024,14,24,0,0,1,0,44.517857142857146,Çok Yüksek,626,0.251103088648215,136,265,268.5
2024-06-15,2023,57,0.9006426099851705,-22.47157686604053,96,608,1319,546,393,1084,2024-06-15,2,57,1,0,Saturday,6,2024,15,24,1,0,1,0,35.49122807017544,Yüksek,939,0.46416213544241225,192,440,412.0
2024-06-20,1468,51,0.965258855585831,-19.25613079019073,60,401,1007,394,272,802,2024-06-20,7,51,2,0,Thursday,6,2024,20,25,0,0,0,0,28.7843137254902,Düşük,666,0.4536784741144414,159,284,301.0
2024-06-21,1863,55,0.9221685453569513,-25.88888888888889,102,571,1190,266,188,1409,2024-06-21,1,55,4,0,Friday,6,2024,21,25,0,0,0,0,33.872727272727275,Orta,454,0.2436929683306495,109,207,212.5
2024-06-22,2158,55,0.8665430954587581,-18.28822984244671,96,680,1382,575,399,1184,2024-06-22,1,55,4,0,Saturday,6,2024,22,25,0,0,0,0,39.23636363636364,Yüksek,974,0.45134383688600554,213,448,437.0
2024-06-23,809,56,0.9752781211372064,-28.351050679851667,36,252,521,245,142,422,2024-06-23,2,56,2,0,Sunday,6,2024,23,25,0,0,0,0,14.446428571428571,Düşük,387,0.4783683559950556,83,168,167.0
2024-06-24,1749,53,0.9233847913093196,-23.6232132647227,95,495,1159,464,313,972,2024-06-24,4,53,3,0,Monday,6,2024,24,26,0,0,0,0,33.0,Orta,777,0.444253859348199,168,330,333.0
2024-06-25,2394,58,0.8629908103592314,-16.51294903926483,118,683,1593,654,431,1309,2024-06-25,2,58,0,0,Tuesday,6,2024,25,26,0,0,0,0,41.27586206896552,Yüksek,1085,0.45321637426900585,247,458,476.0
2024-06-26,1567,56,0.9610721123165284,-29.07083599234205,73,501,993,426,242,899,2024-06-26,3,56,1,0,Wednesday,6,2024,26,26,0,0,0,0,27.982142857142858,Düşük,668,0.4262922782386726,133,273,269.5
2024-06-27,1310,56,0.9740458015267176,-34.00687022900763,70,377,863,384,232,694,2024-06-27,3,56,1,0,Thursday,6,2024,27,26,0,0,0,0,23.392857142857142,Düşük,616,0.47022900763358777,114,289,258.5
2024-06-28,2209,57,0.879583521955636,-22.473064735174287,117,679,1413,363,223,1623,2024-06-28,2,57,1,0,Friday,6,2024,28,26,0,0,0,1,38.75438596491228,Yüksek,586,0.26527840651878676,120,263,251.5
2024-06-29,2654,59,0.8202712886209496,-6.582893745290128,142,796,1716,406,246,2002,2024-06-29,1,59,0,0,Saturday,6,2024,29,26,0,0,0,1,44.983050847457626,Çok Yüksek,652,0.24566691785983422,143,261,273.5
2024-06-30,1137,58,0.980650835532102,-26.50483729111697,43,351,743,165,112,860,2024-06-30,1,58,1,0,Sunday,6,2024,30,26,0,0,0,1,19.603448275862068,Düşük,277,0.2436235708003518,62,114,119.0
2024-07-01,1694,54,0.9421487603305784,-28.23553719008265,79,523,1092,464,304,926,2024-07-01,5,54,1,0,Monday,7,2024,1,27,0,0,0,0,31.37037037037037,Orta,768,0.45336481700118064,150,352,326.0
2024-07-02,2462,58,0.8570268074735987,-14.922014622258327,114,725,1623,607,492,1363,2024-07-02,1,58,1,0,Tuesday,7,2024,2,27,0,0,0,0,42.44827586206897,Çok Yüksek,1099,0.4463850528025995,257,490,502.0
2024-07-03,1627,60,0.972341733251383,-29.350338045482484,76,492,1059,456,293,878,2024-07-03,0,60,0,0,Wednesday,7,2024,3,27,0,0,0,0,27.116666666666667,Düşük,749,0.4603564843269822,161,308,315.0
2024-07-04,1680,59,0.9672619047619048,-33.648809523809526,102,480,1098,425,305,950,2024-07-04,1,59,0,0,Thursday,7,2024,4,27,0,0,0,0,28.47457627118644,Düşük,730,0.43452380952380953,163,322,324.0
2024-07-05,1623,55,0.9593345656192236,-30.756007393715343,86,478,1059,220,170,1233,2024-07-05,3,55,2,0,Friday,7,2024,5,27,0,0,0,0,29.509090909090908,Orta,390,0.24029574861367836,90,169,174.5
2024-07-06,2226,55,0.8629829290206649,-22.54222821203953,103,684,1439,612,419,1195,2024-07-06,3,55,2,0,Saturday,7,2024,6,27,0,0,0,0,40.47272727272728,Yüksek,1031,0.46316262353998205,242,438,461.0
2024-07-07,1024,58,0.98046875,-33.1650390625,56,292,676,290,176,558,2024-07-07,2,58,0,0,Sunday,7,2024,7,27,0,0,0,0,17.655172413793103,Düşük,466,0.455078125,103,193,199.5
2024-07-08,1472,58,0.9796195652173914,-32.30842391304348,64,455,953,407,251,814,2024-07-08,2,58,0,0,Monday,7,2024,8,28,0,0,0,0,25.379310344827587,Düşük,658,0.4470108695652174,136,297,284.5
2024-07-09,2088,58,0.8941570881226054,-19.57183908045977,108,619,1361,561,382,1145,2024-07-09,2,58,0,0,Tuesday,7,2024,9,28,0,0,0,0,36.0,Yüksek,943,0.45162835249042144,199,447,422.5
2024-07-10,1650,57,0.958181818181818,-26.725454545454543,79,495,1076,454,285,911,2024-07-10,2,57,1,0,Wednesday,7,2024,10,28,0,0,0,0,28.94736842105263,Orta,739,0.4478787878787879,158,311,313.5
2024-07-11,1465,57,0.9767918088737202,-30.453924914675767,65,423,977,387,269,809,2024-07-11,3,57,0,0,Thursday,7,2024,11,28,0,0,0,0,25.70175438596491,Düşük,656,0.4477815699658703,149,283,290.5
2024-07-12,1837,54,0.9161676646706588,-31.21284703320632,108,573,1156,273,190,1374,2024-07-12,5,54,1,0,Friday,7,2024,12,28,0,0,0,0,34.01851851851852,Orta,463,0.2520413718018508,98,206,201.0
2024-07-13,2781,57,0.7979144192736426,-8.733189500179792,130,838,1813,776,489,1516,2024-07-13,0,57,3,0,Saturday,7,2024,13,28,0,0,1,0,48.78947368421053,Çok Yüksek,1265,0.45487234807623156,260,538,529.0
2024-07-14,1778,55,0.93644544431946,-27.827334083239595,81,527,1170,475,330,973,2024-07-14,3,55,2,0,Sunday,7,2024,14,28,0,0,1,0,32.32727272727273,Orta,805,0.452755905511811,169,362,350.0
2024-07-16,2413,55,0.8408619975134687,-15.136344799005387,112,702,1599,649,440,1324,2024-07-16,4,55,1,0,Tuesday,7,2024,16,29,0,0,0,0,43.87272727272728,Çok Yüksek,1089,0.4513054289266473,228,491,473.5
2024-07-17,1377,58,0.982570806100218,-32.8322440087146,78,393,906,368,250,759,2024-07-17,1,58,1,0,Wednesday,7,2024,17,29,0,0,0,0,23.74137931034483,Düşük,618,0.44880174291938996,137,258,266.0
2024-07-18,1640,55,0.951219512195122,-28.26158536585366,79,523,1038,435,314,891,2024-07-18,1,55,4,0,Thursday,7,2024,18,29,0,0,0,0,29.818181818181817,Orta,749,0.45670731707317075,164,315,321.5
2024-07-19,1488,50,0.9536290322580644,-30.9375,81,450,957,220,128,1140,2024-07-19,6,50,4,0,Friday,7,2024,19,29,0,0,0,0,29.76,Orta,348,0.23387096774193547,70,162,151.0
2024-07-20,1976,57,0.9134615384615384,-21.25506072874494,109,616,1251,544,387,1045,2024-07-20,2,57,1,0,Saturday,7,2024,20,29,0,0,0,0,34.666666666666664,Yüksek,931,0.47115384615384615,212,407,415.5
2024-07-21,825,58,0.9781818181818182,-34.65939393939394,43,246,536,216,155,454,2024-07-21,1,58,1,0,Sunday,7,2024,21,29,0,0,0,0,14.224137931034482,Düşük,371,0.4496969696969697,88,149,162.5
2024-07-22,1577,56,0.9708306911857958,-30.679137603043756,81,492,1004,439,268,870,2024-07-22,2,56,2,0,Monday,7,2024,22,30,0,0,0,0,28.160714285714285,Düşük,707,0.44831959416613826,143,307,296.5
2024-07-23,2156,59,0.900278293135436,-23.853896103896105,96,662,1398,590,378,1188,2024-07-23,1,59,0,0,Tuesday,7,2024,23,30,0,0,0,0,36.54237288135593,Yüksek,968,0.4489795918367347,218,415,425.5
2024-07-24,1729,57,0.9519953730480046,-29.12724117987276,93,530,1106,462,323,944,2024-07-24,2,57,1,0,Wednesday,7,2024,24,30,0,0,0,0,30.33333333333333,Orta,785,0.45401966454598036,182,311,337.5
2024-07-25,1671,58,0.9616995810891682,-27.99102333931777,67,511,1093,463,271,937,2024-07-25,1,58,1,0,Thursday,7,2024,25,30,0,0,0,0,28.810344827586206,Orta,734,0.43925792938360264,169,289,313.5
2024-07-26,1694,57,0.9462809917355371,-28.23081463990555,78,521,1095,249,185,1260,2024-07-26,2,57,1,0,Friday,7,2024,26,30,0,0,0,0,29.719298245614038,Orta,434,0.256198347107438,103,184,195.0
2024-07-27,2246,55,0.8615316117542298,-16.732858414959928,105,662,1479,617,410,1219,2024-07-27,2,55,3,0,Saturday,7,2024,27,30,0,0,0,0,40.83636363636364,Yüksek,1027,0.4572573463935886,218,429,432.5
2024-07-28,956,57,0.98744769874477,-38.13284518828452,53,288,615,267,160,529,2024-07-28,2,57,1,0,Sunday,7,2024,28,30,0,0,0,0,16.771929824561404,Düşük,427,0.446652719665272,76,193,172.5
2024-07-29,2440,55,0.8344262295081967,-18.00860655737705,120,722,1598,345,224,1871,2024-07-29,3,55,2,0,Monday,7,2024,29,31,0,0,0,1,44.36363636363637,Çok Yüksek,569,0.2331967213114754,118,241,238.5
2024-07-30,2750,58,0.816,-4.792727272727273,164,785,1801,435,242,2073,2024-07-30,1,58,1,0,Tuesday,7,2024,30,31,0,0,0,1,47.41379310344828,Çok Yüksek,677,0.24618181818181817,129,304,281.0
2024-07-31,2079,58,0.9071669071669072,-24.542087542087543,112,637,1330,298,199,1582,2024-07-31,2,58,0,0,Wednesday,7,2024,31,31,0,0,0,1,35.8448275862069,Yüksek,497,0.23905723905723905,117,215,224.5
2024-08-01,1721,56,0.9540964555490994,-27.31377106333527,79,513,1129,458,286,977,2024-08-01,3,56,1,0,Thursday,8,2024,1,31,0,0,0,0,30.732142857142858,Orta,744,0.4323067983730389,153,317,311.5
2024-08-02,1943,56,0.9207411219763252,-23.239320638188367,93,579,1271,300,168,1475,2024-08-02,2,56,2,0,Friday,8,2024,2,31,0,0,0,0,34.69642857142857,Yüksek,468,0.2408646423057128,89,213,195.5
2024-08-03,2088,57,0.8984674329501916,-22.717911877394634,103,612,1373,601,343,1144,2024-08-03,3,57,0,0,Saturday,8,2024,3,31,0,0,0,0,36.63157894736842,Yüksek,944,0.4521072796934866,201,381,391.5
2024-08-04,891,55,0.9797979797979798,-34.64421997755331,47,268,576,248,163,480,2024-08-04,3,55,2,0,Sunday,8,2024,4,31,0,0,0,0,16.2,Düşük,411,0.4612794612794613,95,164,177.0
2024-08-05,1682,53,0.9441141498216408,-28.15398335315101,80,533,1069,477,305,900,2024-08-05,4,53,3,0,Monday,8,2024,5,32,0,0,0,0,31.73584905660377,Orta,782,0.464922711058264,162,334,329.0
2024-08-06,2616,57,0.8142201834862385,-15.190366972477063,125,805,1686,712,482,1422,2024-08-06,1,57,2,0,Tuesday,8,2024,6,32,0,0,0,0,45.89473684210526,Çok Yüksek,1194,0.45642201834862384,258,513,514.5
2024-08-07,1503,54,0.9687292082501664,-34.94411177644711,77,441,985,426,255,822,2024-08-07,3,54,3,0,Wednesday,8,2024,7,32,0,0,0,0,27.83333333333333,Düşük,681,0.4530938123752495,135,288,279.0
2024-08-08,1568,57,0.9744897959183674,-31.987244897959183,78,480,1010,408,295,865,2024-08-08,3,57,0,0,Thursday,8,2024,8,32,0,0,0,0,27.50877192982456,Düşük,703,0.44834183673469385,168,300,318.0
2024-08-09,1862,58,0.9387755102040816,-23.60687432867884,77,552,1233,277,188,1397,2024-08-09,1,58,1,0,Friday,8,2024,9,32,0,0,0,0,32.10344827586207,Orta,465,0.24973147153598282,111,194,208.0
2024-08-10,2223,59,0.8893387314439946,-16.562753036437247,103,632,1488,577,381,1265,2024-08-10,1,59,0,0,Saturday,8,2024,10,32,0,0,0,0,37.67796610169491,Yüksek,958,0.43094916779127307,210,429,424.5
2024-08-11,833,57,0.985594237695078,-27.679471788715485,30,252,551,205,162,466,2024-08-11,0,57,3,0,Sunday,8,2024,11,32,0,0,0,0,14.614035087719298,Düşük,367,0.44057623049219685,82,164,164.0
2024-08-12,1647,53,0.9477838494231936,-24.577413479052822,77,490,1080,434,292,921,2024-08-12,3,53,4,0,Monday,8,2024,12,33,0,0,0,0,31.07547169811321,Orta,726,0.4408014571948998,157,306,310.0
2024-08-13,2013,59,0.934923000496771,-28.63686040735221,108,614,1291,562,372,1079,2024-08-13,1,59,0,0,Tuesday,8,2024,13,33,0,0,0,0,34.11864406779661,Orta,934,0.46398410332836565,189,401,389.5
2024-08-14,1614,57,0.9578686493184636,-26.00371747211896,78,488,1048,481,284,849,2024-08-14,3,57,0,0,Wednesday,8,2024,14,33,0,0,0,0,28.31578947368421,Düşük,765,0.4739776951672863,156,329,320.5
2024-08-15,1635,58,0.9657492354740062,-35.65993883792049,94,480,1061,426,316,893,2024-08-15,2,58,0,0,Thursday,8,2024,15,33,0,0,0,0,28.189655172413797,Düşük,742,0.45382262996941897,178,309,332.5
2024-08-16,1835,56,0.929700272479564,-27.7149863760218,92,533,1210,256,169,1410,2024-08-16,3,56,1,0,Friday,8,2024,16,33,0,0,0,0,32.767857142857146,Orta,425,0.23160762942779292,101,155,178.5
2024-08-17,1746,55,0.9421534936998854,-24.45189003436426,81,492,1173,481,321,944,2024-08-17,2,55,3,0,Saturday,8,2024,17,33,0,0,0,0,31.745454545454542,Orta,802,0.45933562428407787,174,338,343.0
2024-08-18,820,56,0.9902439024390244,-32.73048780487805,38,278,504,219,156,445,2024-08-18,2,56,2,0,Sunday,8,2024,18,33,0,0,0,0,14.642857142857142,Düşük,375,0.4573170731707317,82,185,174.5
2024-08-19,1621,59,0.9666872301048736,-37.81246144355336,102,471,1048,479,277,865,2024-08-19,1,59,0,0,Monday,8,2024,19,34,0,0,0,0,27.47457627118644,Düşük,756,0.4663787785317705,150,309,304.5
2024-08-20,2476,58,0.8566235864297254,-12.172859450726978,120,768,1588,684,424,1368,2024-08-20,1,58,1,0,Tuesday,8,2024,20,34,0,0,0,0,42.689655172413794,Çok Yüksek,1108,0.44749596122778673,237,459,466.5
2024-08-21,1485,58,0.9811447811447812,-28.31851851851852,76,441,968,406,290,789,2024-08-21,2,58,0,0,Wednesday,8,2024,21,34,0,0,0,0,25.603448275862068,Düşük,696,0.4686868686868687,160,278,299.0
2024-08-22,1586,56,0.9728877679697352,-31.859394703657,83,509,994,425,284,877,2024-08-22,2,56,2,0,Thursday,8,2024,22,34,0,0,0,0,28.321428571428573,Düşük,709,0.44703656998738966,150,307,303.5
2024-08-23,1609,57,0.966438781852082,-31.75761342448726,76,484,1049,217,147,1245,2024-08-23,2,57,1,0,Friday,8,2024,23,34,0,0,0,0,28.2280701754386,Düşük,364,0.22622747047855812,80,152,156.0
2024-08-24,2124,56,0.8874764595103578,-17.642184557438796,99,641,1384,588,361,1175,2024-08-24,2,56,2,0,Saturday,8,2024,24,34,0,0,0,0,37.92857142857143,Yüksek,949,0.4467984934086629,195,396,393.0
2024-08-25,901,56,0.97669256381798,-32.81021087680355,44,278,579,243,173,485,2024-08-25,3,56,1,0,Sunday,8,2024,25,34,0,0,0,0,16.089285714285715,Düşük,416,0.46170921198668147,106,183,197.5
2024-08-26,1652,57,0.9636803874092008,-29.61622276029056,79,513,1060,412,300,940,2024-08-26,3,57,0,0,Monday,8,2024,26,35,0,0,0,0,28.98245614035088,Orta,712,0.43099273607748184,175,293,321.5
2024-08-27,2179,56,0.8825149150986691,-22.03166590178981,95,641,1443,582,397,1200,2024-08-27,2,56,2,0,Tuesday,8,2024,27,35,0,0,0,0,38.910714285714285,Yüksek,979,0.4492886645250115,211,415,418.5
2024-08-28,2241,59,0.8893351182507809,-21.942882641677823,129,638,1474,579,439,1223,2024-08-28,0,59,1,0,Wednesday,8,2024,28,35,0,0,1,0,37.983050847457626,Yüksek,1018,0.4542614904060687,250,437,468.5
2024-08-29,3498,59,0.7215551743853631,4.6638078902229845,194,1077,2227,509,334,2655,2024-08-29,1,59,0,0,Thursday,8,2024,29,35,0,0,1,1,59.28813559322034,Çok Yüksek,843,0.24099485420240138,192,348,366.0
2024-08-31,2558,52,0.7888975762314308,-10.095777951524628,122,779,1657,428,271,1859,2024-08-31,4,52,4,0,Saturday,8,2024,31,35,0,0,0,1,49.19230769230769,Çok Yüksek,699,0.2732603596559812,151,298,300.0
2024-09-01,669,58,0.9775784753363228,-28.183856502242158,26,200,443,171,137,361,2024-09-01,1,58,1,0,Sunday,9,2024,1,35,0,0,0,0,11.53448275862069,Düşük,308,0.46038863976083705,69,135,136.5
2024-09-02,1892,55,0.9223044397463002,-25.390063424947147,104,581,1207,523,333,1036,2024-09-02,3,55,2,0,Monday,9,2024,2,36,0,0,0,0,34.4,Orta,856,0.452431289640592,180,359,359.5
2024-09-03,2199,58,0.8872214643019555,-22.17917235106867,123,608,1468,578,404,1217,2024-09-03,2,58,0,0,Tuesday,9,2024,3,36,0,0,0,0,37.91379310344828,Yüksek,982,0.4465666211914507,218,435,435.5
2024-09-04,1504,56,0.9800531914893617,-37.53125,89,446,969,401,263,840,2024-09-04,2,56,2,0,Wednesday,9,2024,4,36,0,0,0,0,26.857142857142858,Düşük,664,0.44148936170212766,155,280,295.0
2024-09-05,1662,59,0.9626955475330926,-26.98014440433213,81,505,1076,455,297,910,2024-09-05,0,59,1,0,Thursday,9,2024,5,36,0,0,0,0,28.16949152542373,Düşük,752,0.45246690734055356,172,302,323.0
2024-09-06,1861,57,0.937667920472864,-28.68726491133799,105,550,1206,263,168,1430,2024-09-06,2,57,1,0,Friday,9,2024,6,36,0,0,0,0,32.64912280701754,Orta,431,0.23159591617409994,91,187,184.5
2024-09-07,2052,57,0.9108187134502924,-20.83187134502924,105,616,1331,567,344,1141,2024-09-07,1,57,2,0,Saturday,9,2024,7,36,0,0,0,0,36.0,Yüksek,911,0.4439571150097466,192,382,383.0
2024-09-08,1018,56,0.987229862475442,-30.75049115913556,48,294,676,251,202,565,2024-09-08,2,56,2,0,Sunday,9,2024,8,36,0,0,0,0,18.178571428571427,Düşük,453,0.4449901768172888,113,199,212.5
2024-09-09,1792,59,0.94921875,-24.26171875,69,537,1186,509,332,951,2024-09-09,0,59,1,0,Monday,9,2024,9,37,0,0,0,0,30.372881355932204,Orta,841,0.4693080357142857,194,356,372.0
2024-09-10,2692,58,0.8150074294205052,-11.421991084695394,125,810,1757,719,498,1475,2024-09-10,1,58,1,0,Tuesday,9,2024,10,37,0,0,0,0,46.41379310344828,Çok Yüksek,1217,0.45208023774145617,271,545,543.5
2024-09-11,1612,58,0.9702233250620348,-30.498138957816376,89,453,1070,421,315,876,2024-09-11,1,58,1,0,Wednesday,9,2024,11,37,0,0,0,0,27.79310344827586,Düşük,736,0.456575682382134,183,292,329.0
